"","utterance","response","response_time","speaker","responder","utterance_time","error","age","past_tense","plural","overlap","overreg_candidate"
"196","Purdie swallow my sausages","Purdie done what",0.302000000000135,"CHI","MOT","3.4479999999998654",TRUE,38,FALSE,TRUE,FALSE,TRUE
"197","two ones","two",0.115999999999985,"CHI","MOT","1.0690000000000737",TRUE,38,FALSE,TRUE,FALSE,TRUE
"198","it flied","we had a yellow balloon and what happened to it",-0.707999999999998,"CHI","MOT","1.0329999999999977",TRUE,38,TRUE,FALSE,TRUE,TRUE
"199","flied","it flying",0.318000000000001,"CHI","MOT","0.9639999999999986",TRUE,38,TRUE,FALSE,FALSE,TRUE
"200","it flieded flied","it flied",0.417999999999999,"CHI","MOT","0.8819999999999979",TRUE,38,TRUE,FALSE,FALSE,TRUE
"201","it flieded flied","yes",0,"CHI","MOT","0.9990000000000023",TRUE,38,TRUE,FALSE,FALSE,TRUE
"202","it flieded flied it","you let go of the string didn't you",0.0930000000000035,"CHI","MOT","1.5549999999999997",TRUE,38,TRUE,FALSE,FALSE,TRUE
"203","where did sent them","well she sent them up to bed",-0.1099999999999,"CHI","MOT","2.6359999999999673",TRUE,38,TRUE,FALSE,FALSE,TRUE
"204","oh xxx two ones have popped","the balloons",0.103999999999814,"CHI","MOT","2.9720000000002074",TRUE,38,FALSE,TRUE,FALSE,TRUE
"205","all down my arm I did","what's the matter",0.613000000000284,"CHI","MOT","2.092999999999847",TRUE,39,TRUE,FALSE,FALSE,TRUE
"206","and we have beened on the flags tool","let's have a look what your clean under pants have got on them",-0.0940000000000509,"CHI","MOT","3.4539999999997235",TRUE,39,TRUE,TRUE,FALSE,TRUE
"207","I just knowed","no you mustn't eat them",0.184999999999945,"CHI","MOT","1.4519999999999982",TRUE,39,TRUE,FALSE,FALSE,TRUE
"208","look what I have done","right",-1.19599999999991,"CHI","MOT","1.3119999999998981",TRUE,39,TRUE,FALSE,TRUE,TRUE
"209","I sweeped it up","oh you're very clever",-0.093000000000302,"CHI","MOT","1.3700000000003456",TRUE,39,TRUE,FALSE,FALSE,TRUE
"210","no you are stuck","am I",0.0229999999996835,"CHI","MOT","1.1140000000000327",TRUE,39,TRUE,FALSE,FALSE,TRUE
"211","it's a beautiful flowers","beautiful flowers in the window box on the farm",0.163000000000011,"CHI","MOT","3.11099999999999",TRUE,39,FALSE,TRUE,FALSE,TRUE
"212","and you wanted to be it was bedtime you were sleepy wasn't you","well I am quite sleepy Thomas",-0.0830000000000268,"CHI","MOT","7.442000000000007",TRUE,39,TRUE,FALSE,FALSE,TRUE
"213","and then the boy and he didn't touch and the moon just xxx and the boy said quiet","did he",-0.134000000000015,"CHI","MOT","10.344000000000051",TRUE,39,TRUE,FALSE,FALSE,TRUE
"214","we was too late","what was too late",0.115999999999985,"CHI","MOT","1.7070000000001073",TRUE,39,TRUE,FALSE,FALSE,TRUE
"215","I just maked it","Tom",0.534000000000106,"CHI","MOT","0.8820000000000618",TRUE,39,TRUE,FALSE,FALSE,TRUE
"216","he got lots_of containers in it but it was a train track in","oh right",0.132999999999811,"CHI","MOT","5.3400000000001455",TRUE,39,TRUE,TRUE,FALSE,TRUE
"217","but where are the cars","this is beautiful",-0.348999999999933,"CHI","INV","1.5329999999999018",TRUE,39,FALSE,TRUE,FALSE,TRUE
"218","it did go elephants sleep","elephants go to sleep",0.115999999999985,"CHI","INV","2.3460000000000036",TRUE,39,TRUE,TRUE,FALSE,TRUE
"219","look at I have done","we've got_to see what this one has done",0.302000000000135,"CHI","MOT","1.2420000000001892",TRUE,40,TRUE,FALSE,FALSE,TRUE
"220","it was got lots_of wheels and it said oil","did it",-0.0469999999999118,"CHI","MOT","3.088999999999942",TRUE,40,TRUE,FALSE,FALSE,TRUE
"221","Mummy put some lots in there then can deliver it there","alright",-1.27700000000004,"CHI","MOT","4.9220000000000255",TRUE,40,FALSE,TRUE,FALSE,TRUE
"222","I am giving you lots a sweeties","you're giving me lots_of sweeties",NA,"CHI","MOT","media info not available",TRUE,40,FALSE,TRUE,TRUE,TRUE
"223","not much water in there left","pardon",NA,"CHI","MOT","media info not available",TRUE,40,TRUE,FALSE,FALSE,TRUE
"224","xxx need some lots","yeah",-0.394999999999982,"CHI","MOT","1.4049999999999727",TRUE,40,FALSE,TRUE,FALSE,TRUE
"225","I am making some some biscuits for them I like biscuits","right",-2.56099999999992,"CHI","MOT","4.898999999999887",TRUE,40,FALSE,TRUE,TRUE,TRUE
"226","you have got","it's",-0.853000000000065,"CHI","MOT","1.3359999999997854",TRUE,40,TRUE,FALSE,TRUE,TRUE
"227","he stopped out a Liam house","yes",0.012000000000171,"CHI","MOT","2.6929999999997563",TRUE,40,TRUE,FALSE,TRUE,TRUE
"228","it were gold blue an it had got numbers on it as well","got num the rainbow had numbers on it",-3.399,"CHI","MOT","7.933999999999969",TRUE,40,TRUE,FALSE,FALSE,TRUE
"229","you didn't saw me","well you must think you're doing something naughty by asking me to turn my head",-0.0750000000000455,"CHI","MOT","1.7770000000000437",TRUE,40,TRUE,FALSE,FALSE,TRUE
"230","you are a good lady you say cables","oh right",-0.696999999999889,"CHI","MOT","3.1579999999999018",TRUE,40,FALSE,TRUE,TRUE,TRUE
"231","and we have gone all the rubbish away","very good",-0.0109999999999673,"CHI","MOT","3.59900000000016",TRUE,40,TRUE,FALSE,FALSE,TRUE
"232","you waked him up","have I",-0.0109999999999673,"CHI","MOT","1.531999999999698",TRUE,40,TRUE,FALSE,FALSE,TRUE
"233","um I readed the ten o'clock","you read the newspaper at ten o'clock",0.498999999999796,"CHI","INV","4.2719999999999345",TRUE,40,TRUE,FALSE,FALSE,TRUE
"234","because the we all fixeded fixed it","you fixeded it",0,"CHI","MOT","2.356999999999971",TRUE,41,TRUE,FALSE,FALSE,TRUE
"235","I have fixeded fixed it","you've fixeded it",0,"CHI","MOT","1.3820000000000618",TRUE,41,TRUE,FALSE,FALSE,TRUE
"236","then he gone down xxx rubbish","and then he came down and collected all the rubbish did he",0.717000000000098,"CHI","MOT","4.620999999999867",TRUE,41,TRUE,FALSE,FALSE,TRUE
"237","not mice lady","oh I am a nice lady",0.362999999999829,"CHI","MOT","1.8380000000001928",TRUE,41,FALSE,TRUE,FALSE,TRUE
"238","it was got some problem","oh dear",0.324999999999989,"CHI","MOT","1.7300000000000182",TRUE,41,TRUE,FALSE,FALSE,TRUE
"239","please can I got past","yes",-0.0339999999999918,"CHI","MOT","1.8689999999999145",TRUE,41,TRUE,FALSE,FALSE,TRUE
"240","Mummy do you want to talk to Daddy today didn't you","yeah",-0.664999999999964,"CHI","MOT","4.1440000000000055",TRUE,41,TRUE,FALSE,TRUE,TRUE
"241","but I have just gone away","Thomas would you like some toast",-0.0309999999999491,"CHI","MOT","2.201999999999998",TRUE,41,TRUE,FALSE,FALSE,TRUE
"242","got a bones in it","it got bones in it has it",-0.119999999999891,"CHI","MOT","1.6199999999998909",TRUE,41,FALSE,TRUE,FALSE,TRUE
"243","there's some lines here","you were telling me that you drawn some flowers at Nana's",-0.986000000000331,"CHI","MOT","3.7380000000002838",TRUE,41,FALSE,TRUE,TRUE,TRUE
"244","um a sirens","what siren",-0.105000000000018,"CHI","MOT","1.6720000000000255",TRUE,41,FALSE,TRUE,FALSE,TRUE
"245","i want this xxx weighed an make it full up","yes please",0,"CHI","MOT","3.923999999999978",TRUE,42,TRUE,FALSE,FALSE,TRUE
"246","got in Mum","oh yes sorry",0.244000000000028,"CHI","MOT","1.8809999999999718",TRUE,42,TRUE,FALSE,FALSE,TRUE
"247","I'm just going to left just on there","you're you're going to leave them",0.116999999999962,"CHI","MOT","3.1920000000000073",TRUE,42,TRUE,FALSE,FALSE,TRUE
"248","she gone on a rails","oh no",0.0349999999998545,"CHI","MOT","2.4029999999997926",TRUE,42,FALSE,TRUE,FALSE,TRUE
"249","it blowed a xxx into a great big sea","it blew what into the sea",0,"CHI","MOT","3.981999999999971",TRUE,42,TRUE,FALSE,FALSE,TRUE
"250","an it shut a doors","right",0.720000000000255,"CHI","MOT","2.599999999999909",TRUE,42,FALSE,TRUE,FALSE,TRUE
"251","you was","is this am I in jail for being a naughty girl",-0.163000000000011,"CHI","INV","1.6259999999999764",TRUE,42,TRUE,FALSE,FALSE,TRUE
"252","a shops","a shop",1.38800000000003,"CHI","MOT","1.045000000000016",TRUE,42,FALSE,TRUE,FALSE,TRUE
"253","no not yet I'm not caught in jail forever and don't need anybody ge getting me out a policeman will let me you know","really",0.0810000000000173,"CHI","INV","10.762000000000057",TRUE,42,TRUE,FALSE,FALSE,TRUE
"254","I'm just I know I'm just fell out of the space rocket that's why I'm lying there","oh right",0.0339999999999918,"CHI","MOT","5.4220000000000255",TRUE,42,TRUE,FALSE,FALSE,TRUE
"255","nobody has got a sore tummy","xxx put this xxx",-0.185999999999694,"CHI","INV","1.9850000000001273",TRUE,42,TRUE,FALSE,FALSE,TRUE
"256","and a man done this","pardon",0.621999999999844,"CHI","MOT","1.7999999999997272",TRUE,42,TRUE,FALSE,FALSE,TRUE
"257","I'm a b an q man to drives a truck","b and q man",-1.20800000000008,"CHI","INV","3.2739999999998872",TRUE,42,FALSE,TRUE,TRUE,TRUE
"258","an what your in the shops you gave it back to me when we are out of the shops you can get it again","alright",-0.579999999999927,"CHI","MOT","7.105000000000018",TRUE,42,TRUE,FALSE,FALSE,TRUE
"259","here we comed out of the shops","right",-0.220000000000027,"CHI","MOT","1.83400000000006",TRUE,42,TRUE,FALSE,FALSE,TRUE
"260","I have got a friend called Luke","the boy's",-2.14599999999996,"CHI","MOT","2.1469999999999345",TRUE,42,TRUE,FALSE,TRUE,TRUE
"261","oh I throwed it down","well you'd better pick it up because I can't make it if some of the pieces are missing can I",0.0459999999998217,"CHI","MOT","2.6590000000001055",TRUE,42,TRUE,FALSE,FALSE,TRUE
"262","I have got some Smarties","oh look",-0.754999999999654,"CHI","MOT","2.855999999999767",TRUE,42,TRUE,FALSE,FALSE,TRUE
"263","I have eaten it","there's a there's a brown one there that I can see",-0.012000000000171,"CHI","MOT","1.474999999999909",TRUE,42,TRUE,FALSE,TRUE,TRUE
"264","no we wasn't","well tell me what was it",0,"CHI","MOT","1.9499999999999886",TRUE,42,TRUE,FALSE,FALSE,TRUE
"265","I have just got headache","pardon",-0.0450000000000159,"CHI","MOT","1.9739999999999895",TRUE,42,TRUE,FALSE,FALSE,TRUE
"266","now tell me the story when the fire catched on","when when next door caught fire",0.151000000000067,"CHI","MOT","5.2590000000000146",TRUE,43,TRUE,FALSE,FALSE,TRUE
"267","Mummy Mummy do you know what has gone on fire","don't please don't bang that Thomas darling",-4.55099999999993,"CHI","MOT","8.288999999999987",TRUE,43,TRUE,FALSE,TRUE,TRUE
"268","do you know what it's name called Mummy","no",-0.0119999999999436,"CHI","MOT","2.2760000000000673",TRUE,43,TRUE,FALSE,FALSE,TRUE
"269","he throwed it in xxx","goodness me",-0.105000000000018,"CHI","MOT","1.8579999999997199",TRUE,43,TRUE,FALSE,FALSE,TRUE
"270","Mummy it's tacheded attached on","attached",0.0239999999998872,"CHI","MOT","2.6350000000002183",TRUE,43,TRUE,FALSE,FALSE,TRUE
"271","xxx you cutted it","I didn't cut it",-0.0109999999999673,"CHI","MOT","3.8780000000001564",TRUE,43,TRUE,FALSE,FALSE,TRUE
"272","I wanted to do it now","could you stand up please",-0.963000000000193,"CHI","MOT","2.936999999999898",TRUE,43,TRUE,FALSE,FALSE,TRUE
"273","baby falled down","and look on the same page as",0,"CHI","MOT","1.9039999999999964",TRUE,43,TRUE,FALSE,FALSE,TRUE
"274","now she falled down","I know",-1.11399999999998,"CHI","MOT","1.9390000000000214",TRUE,43,TRUE,FALSE,FALSE,TRUE
"275","Gordon and Henry was um walking along the rail rail lines","yes",-0.103999999999814,"CHI","MOT","7.3539999999998145",TRUE,43,TRUE,FALSE,FALSE,TRUE
"276","Mummy Henry felled fell into a deep blue sea","did he",0.7199999999998,"CHI","MOT","4.9340000000001965",TRUE,43,TRUE,FALSE,FALSE,TRUE
"277","she doesn't bit your finger like that","bite your finger",-0.0190000000002328,"CHI","MOT","3.3780000000001564",TRUE,43,TRUE,FALSE,FALSE,TRUE
"278","and that was hurt on you","did someone else fly out of their car and land on top of me",0.197000000000003,"CHI","MOT","2.0439999999999827",TRUE,43,TRUE,FALSE,FALSE,TRUE
"279","we gone in another hotel didn't we","yes yes",0,"CHI","MOT","3.1340000000000146",TRUE,43,TRUE,FALSE,FALSE,TRUE
"280","show me went it's ready","I will",0.147999999999683,"CHI","MOT","1.800000000000182",TRUE,43,TRUE,FALSE,FALSE,TRUE
"281","he flied on on my head","you're probably suffering from jet lag Thomas you don't give yourself time in a country to catch up on your sleep before you fly off again",-2.73899999999992,"CHI","MOT","2.7509999999999764",TRUE,43,TRUE,FALSE,FALSE,TRUE
"282","it got a big long teeth","xxx",-1.54999999999995,"CHI","INV","1.5499999999999545",TRUE,43,FALSE,TRUE,TRUE,TRUE
"283","got a big teeth","sit here",0.128000000000156,"CHI","INV","1.502999999999929",TRUE,43,FALSE,TRUE,FALSE,TRUE
"284","crawled away","we've played that already haven't we",0.121999999999844,"CHI","INV","1.7820000000001528",TRUE,43,TRUE,FALSE,FALSE,TRUE
"285","uh Mummy yesterday you gone on a bus and you forgotten your purse","oh dear",0.208999999999946,"CHI","MOT","6.757000000000062",TRUE,44,TRUE,FALSE,FALSE,TRUE
"286","I um big lorrys with no poorly wheels and a xxx and big piece of woods","oh right",-0.905999999999949,"CHI","INV","10.28699999999992",TRUE,44,FALSE,TRUE,FALSE,TRUE
"287","then they runned","was everybody",1.16099999999994,"CHI","INV","1.3350000000000364",TRUE,44,TRUE,FALSE,FALSE,TRUE
"288","it brok down","oh",0.0230000000000246,"CHI","INV","1.8690000000000282",TRUE,44,TRUE,FALSE,FALSE,TRUE
"289","this is all the other rubbishes","where's the nearest rubbish tip to here",-0.0080000000000382,"CHI","INV","2.1469999999999345",TRUE,44,FALSE,TRUE,FALSE,TRUE
"290","shook hands first then I will sing a song","oh",-0.5,"CHI","MOT","3.3899999999998727",TRUE,44,TRUE,FALSE,FALSE,TRUE
"291","stupids","stupids",0.661999999999807,"CHI","INV","1.1140000000000327",TRUE,44,FALSE,TRUE,FALSE,TRUE
"292","now I've felled fell in","why did the fire man not put the fire out",-0.453000000000429,"CHI","MOT","1.300000000000182",TRUE,44,TRUE,FALSE,FALSE,TRUE
"293","there's more dustbin bags","that's all I need",-1.46199999999999,"CHI","MOT","1.4630000000001928",TRUE,44,FALSE,TRUE,TRUE,TRUE
"294","when I make crush that it gots got dough in","sorry",0.591999999999985,"CHI","MOT","4.817999999999984",TRUE,44,TRUE,FALSE,FALSE,TRUE
"295","and I might chopped them up","with the",NA,"CHI","MOT","1.41599999999994",TRUE,44,TRUE,FALSE,FALSE,TRUE
"296","no they said do not do any Ruldoph games","oh right",0.104000000000042,"CHI","MOT","4.52800000000002",TRUE,44,TRUE,FALSE,FALSE,TRUE
"297","it had snowed","it would be awful if it did snow on top of strawberries because when we grow strawberries in the summer the last thing we want is snow coming down isn't it",0.380999999999858,"CHI","MOT","1.8690000000001419",TRUE,44,TRUE,FALSE,FALSE,TRUE
"298","when you was going in a driveway do you know what he saw","no",-0.198000000000036,"CHI","MOT","4.5750000000000455",TRUE,45,TRUE,FALSE,FALSE,TRUE
"299","I was to say sharks didn't I",NA,-0.731999999999971,"CHI","MOT","5.248000000000047",TRUE,45,TRUE,FALSE,FALSE,TRUE
"300","not see green fishes for a while have you",NA,-1.13799999999992,"CHI","MOT","3.738999999999578",TRUE,45,FALSE,TRUE,FALSE,TRUE
"301","I won't get messys","no no but there's all this Sellotape that needs using up look",0.514999999999873,"CHI","MOT","1.3460000000000036",TRUE,45,FALSE,TRUE,FALSE,TRUE
"302","with the windows in and now did it went bang","well Daddy said it all burnt to the ground",-0.0340000000001055,"CHI","MOT","3.227000000000089",TRUE,45,TRUE,FALSE,FALSE,TRUE
"303","I didn't but I saw treading on wires","treading on the wires",0.581,"CHI","MOT","4.098000000000001",TRUE,45,TRUE,FALSE,FALSE,TRUE
"304","I have got a hat","that'll do I'm sure",NA,"CHI","INV","media info not available",TRUE,45,TRUE,FALSE,FALSE,TRUE
"305","I runned over my toy",NA,NA,"CHI","MOT","media info not available",TRUE,45,TRUE,FALSE,FALSE,TRUE
"306","when I played it would","no",NA,"CHI","MOT","media info not available",TRUE,45,TRUE,FALSE,FALSE,TRUE
"307","a pooey yoghurts","hey",NA,"CHI","MOT","media info not available",TRUE,45,FALSE,TRUE,FALSE,TRUE
"308","I did heard it","yes",0.0339999999999989,"CHI","MOT","1.1150000000000002",TRUE,46,TRUE,FALSE,FALSE,TRUE
"309","what happened rain so he done that","he put the cloth over his van did he",0.558999999999969,"CHI","MOT","3.6679999999998927",TRUE,46,TRUE,FALSE,FALSE,TRUE
"310","and who did put the rubbish bin under the table","well you did darling actually",-0.012000000000171,"CHI","MOT","3.586999999999989",TRUE,46,TRUE,FALSE,FALSE,TRUE
"311","uhoh lots of number ones","no it's that's not number ones",-0.209000000000287,"CHI","MOT","2.380000000000109",TRUE,46,FALSE,TRUE,FALSE,TRUE
"312","oh no my feet need a rest","shall I go and",-2.12,"CHI","MOT","2.310000000000059",TRUE,46,FALSE,TRUE,TRUE,TRUE
"313","cause I eated some of that","have you",-0.0929999999999609,"CHI","MOT","1.8700000000000045",TRUE,46,TRUE,FALSE,FALSE,TRUE
"314","told","well it's a great big bag I think actually your Grandad got it from B Q didn't he one day",0.835999999999785,"CHI","MOT","0.8710000000000946",TRUE,46,TRUE,FALSE,FALSE,TRUE
"315","it run out of um ink to put in his truck","petrol",0.0929999999998472,"CHI","INV","5.711999999999989",TRUE,46,TRUE,FALSE,FALSE,TRUE
"316","he went gone xxx up and the transporter man fell in a bush","oh",-0.0929999999998472,"CHI","INV","6.640999999999849",TRUE,46,TRUE,FALSE,FALSE,TRUE
"317","i dropped my list","you dropped your list",-0.000999999999976353,"CHI","MOT","0.9390000000000782",TRUE,47,TRUE,FALSE,FALSE,TRUE
"318","they were havings","well eat this first",0.0919999999998709,"CHI","MOT","1.9850000000001273",TRUE,47,FALSE,TRUE,FALSE,TRUE
"319","I was sit one of the customer and said please may I have some sausage and chips and tomato","you were one of the customers",-0.0229999999996835,"CHI","MOT","5.804999999999836",TRUE,47,TRUE,FALSE,FALSE,TRUE
"320","I have just got pants on","he wears his pants on the outside doesn't he",-1.242,"CHI","MOT","1.764000000000003",TRUE,47,TRUE,FALSE,TRUE,TRUE
"321","you haven't speaked through it","I haven't speaked through it",-0.0229999999999961,"CHI","MOT","2.495999999999981",TRUE,47,TRUE,FALSE,FALSE,TRUE
"322","as the day is trains",NA,-0.0109999999999673,"CHI","INV","2.9020000000000437",TRUE,48,FALSE,TRUE,FALSE,TRUE
"323","I sleeped slept","that you sleeped",-0.00900000000001455,"CHI","MOT","1.4979999999999336",TRUE,48,TRUE,FALSE,FALSE,TRUE
"324","is there any pink quavers","no",-0.0109999999999673,"CHI","MOT","2.7159999999998945",TRUE,48,FALSE,TRUE,FALSE,TRUE
"325","what if I runned ran away","no no no",-0.0309999999999491,"CHI","MOT","1.7770000000000437",TRUE,48,TRUE,FALSE,FALSE,TRUE
"326","if I runned ran away what would happen","now if you ran away and let go it would come flying back and hit me wouldn't it",-0.0540000000000873,"CHI","MOT","1.893000000000029",TRUE,48,TRUE,FALSE,FALSE,TRUE
"327","I shouldn't of builded built a wall that big","built a wall not builded",-0.0239999999998872,"CHI","MOT","3.8899999999998727",TRUE,48,TRUE,FALSE,FALSE,TRUE
"328","I've got need it","oh oh",3.59300000000007,"CHI","INV","2.3339999999998327",TRUE,49,TRUE,FALSE,FALSE,TRUE
"329","she's gone now about us","no she hasn't she's upstairs",0.0109999999999673,"CHI","INV","2.3220000000001164",TRUE,49,TRUE,FALSE,FALSE,TRUE
"330","these buses have forgot fire engine","right",0.256000000000085,"CHI","MOT","2.2049999999999272",TRUE,49,TRUE,FALSE,FALSE,TRUE
"331","but the cats there looks bluey","why",0.0349999999998545,"CHI","MOT","2.5890000000003965",TRUE,49,FALSE,TRUE,FALSE,TRUE
"332","I've ate it","you've eaten it all have you",0.173999999999978,"CHI","MOT","1.4980000000000473",TRUE,49,TRUE,FALSE,FALSE,TRUE
"333","you are just preten you are dreaming weren't you","I was dreaming",-0.0460000000002765,"CHI","MOT","3.018000000000029",TRUE,49,TRUE,FALSE,FALSE,TRUE
"334","she did wanted let out that door","so you opened the door and she didn't want to go",0.0190000000002328,"CHI","MOT","2.76299999999992",TRUE,49,TRUE,FALSE,FALSE,TRUE
"335","this is when this is what she did when Nana and Grandad was here","did she",0,"CHI","MOT","4.08600000000024",TRUE,49,TRUE,FALSE,FALSE,TRUE
"336","just pretend the cornflakes was back of learning signs then","alright",0.115999999999985,"CHI","MOT","4.414000000000215",TRUE,49,TRUE,FALSE,FALSE,TRUE
"337","here's some more toys","oh",0.440999999999804,"CHI","MOT","1.2890000000002146",TRUE,49,FALSE,TRUE,FALSE,TRUE
"338","a car runned over him","a car's run over him",0.0579999999999927,"CHI","MOT","2.0670000000000073",TRUE,50,TRUE,FALSE,FALSE,TRUE
"339","look xxx throwed it into here","but they must have been jolly strong to pick up a police car and throw it into the dustbin truck",1.49700000000007,"CHI","MOT","2.147999999999911",TRUE,50,TRUE,FALSE,FALSE,TRUE
"340","and I think a Mummy someone's Mummy has stolen them","you think someone's Mummy has stolen them",-0.0229999999999961,"CHI","INV","4.562999999999988",TRUE,50,TRUE,FALSE,FALSE,TRUE
"341","I throw you these things","these are lovely cones",0.0930000000000746,"CHI","INV","2.4610000000000127",TRUE,50,FALSE,TRUE,FALSE,TRUE
"342","what was that lorry carried","www",0.123999999999796,"CHI","MOT","2.0790000000001783",TRUE,50,TRUE,FALSE,FALSE,TRUE
"343","that's when I'm died","oh",0.405999999999949,"CHI","MOT","2.2409999999999854",TRUE,50,TRUE,FALSE,FALSE,TRUE
"344","just pretend Purdie was Woody","xxx going to stroke Woody are we",-0.115999999999985,"CHI","MOT","2.1709999999998217",TRUE,50,TRUE,FALSE,FALSE,TRUE
"345","or they could have painted it","there you are painted your plane xxx",0.906000000000006,"CHI","MOT","1.752999999999986",TRUE,50,TRUE,FALSE,FALSE,TRUE
"346","he tells you all the sweets how they're made","does he",0.197999999999865,"CHI","MOT","2.1480000000001382",TRUE,50,TRUE,TRUE,FALSE,TRUE
"347","and then they she did up her knickers","uh Thomas",0.0239999999998872,"CHI","MOT","3.494000000000142",TRUE,51,TRUE,FALSE,FALSE,TRUE
"348","look where my toes",NA,0.0790000000000006,"CHI","MOT","1.6599999999999966",TRUE,51,FALSE,TRUE,FALSE,TRUE
"349","I haven't got a uniform just a liccle little xxx","any ideas",-2.35699999999997,"CHI","INV","2.4839999999999236",TRUE,51,TRUE,FALSE,TRUE,TRUE
"350","habby happy meals",NA,-0.243999999999915,"CHI","INV","1.0329999999999018",TRUE,51,FALSE,TRUE,TRUE,TRUE
"351","my phone was broke","brrr brrr oh bother",0.000999999999976353,"CHI","MOT","1.2660000000000764",TRUE,51,TRUE,FALSE,FALSE,TRUE
"352","and I was the delivery man","oh right",NA,"CHI","MOT","media info not available",TRUE,51,TRUE,FALSE,FALSE,TRUE
"353","and then he did change his bottoms","Mister Clarke wants what",1.35100000000011,"CHI","MOT","3.2040000000001783",TRUE,51,TRUE,FALSE,FALSE,TRUE
"354","that we've never hap had","you can",0.662000000000262,"CHI","MOT","1.13799999999992",TRUE,51,TRUE,FALSE,FALSE,TRUE
"355","they're pisps crisps","well are they like quavers",6.41899999999987,"CHI","MOT","1.0329999999999018",TRUE,51,FALSE,TRUE,FALSE,TRUE
"356","I've just had hundreds of the cheese","have you",-0.0909999999998945,"CHI","MOT","2.5779999999999745",TRUE,51,FALSE,TRUE,FALSE,TRUE
"357","why are we don't had any rubbish","yes I put mine out",0.408000000000015,"CHI","MOT","2.461999999999989",TRUE,52,TRUE,FALSE,FALSE,TRUE
"358","you have not done when it was two","well I've mended xxx",1.00700000000006,"CHI","MOT","3.355999999999767",TRUE,52,TRUE,FALSE,FALSE,TRUE
"359","I've forgot","S K four three",NA,"CHI","MOT","media info not available",TRUE,52,TRUE,FALSE,FALSE,TRUE
"360","I just drunk some water den then","did you",0.168999999999997,"CHI","MOT","1.7650000000000006",TRUE,52,TRUE,FALSE,FALSE,TRUE
"361","we've got a green suitcases","yes",-0.707999999999856,"CHI","MOT","2.4149999999999636",TRUE,52,FALSE,TRUE,TRUE,TRUE
"362","xxx wheels are skipping slipping","they",-0.0820000000001073,"CHI","MOT","2.3460000000000036",TRUE,52,FALSE,TRUE,FALSE,TRUE
"363","I will if there's another people squirting me","no",0.0920000000000982,"CHI","MOT","2.356000000000222",TRUE,52,FALSE,TRUE,FALSE,TRUE
"364","Grant given gave it to me","oh that's right yes you're right",-0.0230000000001382,"CHI","MOT","1.6950000000001637",TRUE,53,TRUE,FALSE,FALSE,TRUE
"365","look how many dinosaurs I have got","xxx",-0.0459999999998217,"CHI","MOT","2.449999999999818",TRUE,53,TRUE,FALSE,FALSE,TRUE
"366","her got thirty rubbish","mm are you a dustbin man now",-0.109000000000151,"CHI","MOT","2.3920000000000528",TRUE,53,TRUE,FALSE,FALSE,TRUE
"367","bumped off and now it's broke broken","is the driver of a plane or a train",1.40499999999975,"CHI","MOT","3.994000000000142",TRUE,53,TRUE,FALSE,FALSE,TRUE
"368","bit fowl wheels and flat stole tyres red blue blue or white cocoas",NA,-1.56700000000001,"CHI","MOT","8.86999999999989",TRUE,53,TRUE,TRUE,TRUE,TRUE
"369","xxx that I builded this","one you built",-0.0319999999999254,"CHI","MOT","5.0150000000001",TRUE,53,TRUE,FALSE,FALSE,TRUE
"370","it had this whoo","goodness me that's loud",-0.00700000000006185,"CHI","MOT","2.3450000000000273",TRUE,53,TRUE,FALSE,FALSE,TRUE
"371","something standed up","oh are you throwing that so sock again are you",0.012000000000171,"CHI","MOT","1.4399999999995998",TRUE,53,TRUE,FALSE,FALSE,TRUE
"372","there's one bended nose","he's crushing my nose",-0.563000000000102,"CHI","INV","2.4670000000000982",TRUE,53,TRUE,FALSE,FALSE,TRUE
"373","it's all bended","ow",0.00500000000010914,"CHI","INV","1.2539999999999054",TRUE,53,TRUE,FALSE,FALSE,TRUE
"374","it's all bended and squashed","bent",-0.0419999999999163,"CHI","MOT","3.3840000000000146",TRUE,53,TRUE,FALSE,FALSE,TRUE
"375","have some crisps","what do you say",-0.035000000000025,"CHI","MOT","1.3700000000000045",TRUE,54,FALSE,TRUE,FALSE,TRUE
"376","the hula went ranned run away","has it gone up your sleeve",-0.986999999999966,"CHI","MOT","2.2409999999999854",TRUE,54,TRUE,FALSE,TRUE,TRUE
"377","xxx see we looked up he was hit me eye","hm",0,"CHI","MOT","3.344000000000051",TRUE,54,TRUE,FALSE,FALSE,TRUE
"378","I don't want the um wheels squeak if I put some oil in","well if you put oil in things it lubricates them",0.412000000000262,"CHI","MOT","5.3289999999997235",TRUE,54,FALSE,TRUE,FALSE,TRUE
"379","it just needs one wheel lost","no",-0.0349999999998545,"CHI","MOT","2.263999999999669",TRUE,54,TRUE,FALSE,FALSE,TRUE
"380","who gots got money","and is this yours Thomas",1.44699999999966,"CHI","MOT","1.718000000000302",TRUE,54,TRUE,FALSE,FALSE,TRUE
"381","I swimmed","you did swim didn't you",0.165000000000077,"CHI","MOT","1.183999999999969",TRUE,54,TRUE,FALSE,FALSE,TRUE
"382","does it not matter if it got suds in your ear","no",0.626999999999953,"CHI","MOT","2.2760000000000673",TRUE,54,TRUE,FALSE,FALSE,TRUE
"383","you maded made it","well you make the next one and I'll slot it in the top",0,"CHI","MOT","1.1959999999999127",TRUE,54,TRUE,FALSE,FALSE,TRUE
